date,url
20170303,https://aso.jpl.nasa.gov/_include/new_geotiff/USCATB20170303_SUPERswe_50p0m_agg.tif
20170401,https://aso.jpl.nasa.gov/_include/new_geotiff/USCATB20170401_SUPERswe_50p0m_agg.tif
20160401,https://aso.jpl.nasa.gov/_include/new_geotiff/TB20160401_swe.tif
20160407,https://aso.jpl.nasa.gov/_include/new_geotiff/TB20160407_swe.tif
20160620,https://aso.jpl.nasa.gov/_include/new_geotiff/TB20160620_swe.tif
