Location,longitude,latitude
1003,-121.8117667,46.91083333
1004,-121.81166670000002,46.91046667
1005,-121.8119,46.91078333
1009,-121.81185,46.9107
1011,-121.81165,46.91075
1013,-121.81168329999998,46.9105
1015,-121.81156670000001,46.91071667
1019,-121.8115333,46.9104
1020,-121.8115,46.91058333
1022,-121.81875,46.91155
1023,-121.8186167,46.91155
1024,-121.81836670000001,46.91155
1025,-121.81873329999999,46.91171667
1026,-121.81865,46.9117
1027,-121.8184,46.91161667
1028,-121.81866670000001,46.91178333
1029,-121.8186167,46.91176667
1030,-121.8184,46.9117
1031,-121.81855,46.91191667
1032,-121.81851670000002,46.91188333
1033,-121.8183833,46.91181667
1034,-121.81848329999998,46.91198333
1035,-121.8184,46.912
1036,-121.5988,46.92558333
1037,-121.59875,46.92605
1038,-121.59906670000001,46.9257
1039,-121.5988,46.92615
1040,-121.59851670000002,46.92598333
1044,-121.59863329999999,46.92603333
1047,-121.59896670000002,46.92568333
1056,-121.5992,46.92575
1058,-121.59885,46.92625
1060,-121.59935,46.9258
1061,-121.6595,46.90955
1062,-121.65965,46.90916667
1063,-121.65926670000002,46.90943333
1064,-121.65965,46.90946667
1066,-121.65941670000001,46.90961667
1067,-121.65968329999998,46.90936667
1072,-121.65971670000002,46.90923333
1075,-121.65935,46.90953333
1081,-121.65953329999999,46.9091
1083,-121.65923329999998,46.9094
1085,-121.67413329999998,46.91693333
1086,-121.67411670000001,46.91683333
1089,-121.67381670000002,46.917
1091,-121.67411670000001,46.91686667
1093,-121.67375,46.91695
1098,-121.6736833,46.91688333
1100,-121.6741,46.91676667
1103,-121.67365,46.9168
1105,-121.67401670000001,46.91673333
1107,-121.67358329999999,46.91671667
1109,-121.70086670000002,46.90705
1110,-121.70103329999999,46.90693333
1111,-121.70068329999998,46.90675
1112,-121.70073329999998,46.90671667
1115,-121.70058329999999,46.90681667
1117,-121.70100000000001,46.90701667
1119,-121.70061670000001,46.9068
1125,-121.7011,46.9069
1130,-121.70083329999999,46.90708333
1132,-121.70053329999999,46.90683333
1134,-121.70815,46.9011
1135,-121.70758329999998,46.90105
1136,-121.7079333,46.9018
1137,-121.70845,46.901
1138,-121.70838329999998,46.90158333
1142,-121.70821670000001,46.90166667
1144,-121.70781670000001,46.9011
1146,-121.70808329999998,46.90173333
1153,-121.70736670000001,46.90103333
1154,-121.70775,46.90185
1156,-121.7011,46.9069
1157,-121.70083329999999,46.90678333
1158,-121.70073329999998,46.90671667
1159,-121.70083329999999,46.90686667
1160,-121.70068329999998,46.90675
1161,-121.70078329999998,46.90691667
1162,-121.70061670000001,46.9068
1163,-121.70078329999998,46.90696667
1164,-121.70071670000002,46.90695
1165,-121.70058329999999,46.90681667
1166,-121.70068329999998,46.907
1167,-121.70048329999999,46.90685
1168,-121.70065,46.90706667
1169,-121.70061670000001,46.90703333
1170,-121.70041670000002,46.9069
1171,-121.65946670000001,46.90906667
1172,-121.6594,46.90913333
1173,-121.65931670000002,46.9092
1174,-121.65923329999998,46.90936667
1175,-121.65956670000001,46.90916667
1176,-121.65946670000001,46.9092
1177,-121.6594,46.90926667
1178,-121.65915,46.90943333
1179,-121.65965,46.90916667
1180,-121.65953329999999,46.90925
1181,-121.65946670000001,46.90931667
1182,-121.65926670000002,46.90943333
1183,-121.65971670000002,46.90923333
1184,-121.65951670000001,46.90936667
1185,-121.65941670000001,46.90933333
1186,-121.65935,46.90953333
1187,-121.65968329999998,46.90936667
1188,-121.65951670000001,46.9094
1189,-121.65948329999999,46.9095
1190,-121.6595,46.90955
1191,-121.65965,46.90946667
1192,-121.6596,46.9096
1193,-121.6595,46.90951667
1194,-121.65941670000001,46.90961667
1195,-121.53724,46.920120000000004
1198,-121.53725,46.92006
1201,-121.53726,46.92
1204,-121.53725,46.91993
1207,-121.53726999999999,46.91986
1210,-121.53728000000001,46.9198
1237,-121.74326,46.768209999999996
1240,-121.7432,46.768209999999996
1243,-121.74313000000001,46.7682
1246,-121.74306999999999,46.768190000000004
1249,-121.743,46.768190000000004
1252,-121.74293,46.768190000000004
1279,-121.80438000000001,46.74735
1282,-121.80434,46.7473
1285,-121.80431000000002,46.74725
1288,-121.80428,46.74719
1291,-121.80425,46.74714
1294,-121.80423,46.74709
1317,-121.75752,46.7686
1321,-121.75747,46.76854
1325,-121.75743,46.76845
1328,-121.75736,46.768370000000004
1332,-121.75731,46.76828
1336,-121.75725,46.768209999999996
1361,-121.54823999999999,46.82675
1365,-121.54821000000001,46.82677
1368,-121.54817,46.82679
1371,-121.54813999999999,46.82682
1374,-121.54811000000001,46.826840000000004
1377,-121.54808,46.826859999999996
1403,-121.74793000000001,46.77626
1405,-121.74788000000001,46.7763
1408,-121.74783000000001,46.776340000000005
1411,-121.74778,46.77639
1415,-121.74774,46.77644
1418,-121.7477,46.77647
1444,-121.55053000000001,46.82375
1446,-121.55053000000001,46.8238
1449,-121.55053999999998,46.823859999999996
1453,-121.55053999999998,46.82391
1456,-121.55055,46.82396
1459,-121.55055,46.82399
1486,-121.78445,46.77624
1489,-121.78437,46.776270000000004
1492,-121.78425,46.776309999999995
1495,-121.78414,46.776340000000005
1497,-121.78403,46.77639
1500,-121.78393,46.77642
1519,-121.84763000000001,46.95987
1522,-121.84768999999999,46.95988
1525,-121.84775,46.95989
1528,-121.84781000000001,46.95989
1531,-121.84787,46.9599
1534,-121.84791000000001,46.9599
1564,-121.82461,46.75029
1567,-121.82456,46.75033
1571,-121.82451999999999,46.750370000000004
1573,-121.82448000000001,46.750409999999995
1577,-121.82444,46.750440000000005
1580,-121.82441000000001,46.75047
1607,-121.73232,46.77645
1611,-121.73227,46.77647
1615,-121.73221000000001,46.77648
1618,-121.73213999999999,46.77649
1622,-121.73208999999999,46.776509999999995
1624,-121.73203000000001,46.776509999999995
1647,-121.60321,46.89483
1651,-121.60325,46.89488
1654,-121.60328999999999,46.89493
1657,-121.60333,46.89498
1660,-121.60335,46.89503
1663,-121.60338,46.895070000000004
1688,-121.83762,46.919129999999996
1691,-121.83757,46.919140000000006
1693,-121.83753,46.91915
1694,-121.83748,46.91916
1696,-121.83743,46.91917
1698,-121.8374,46.91919
1722,-121.65506,46.9286
1724,-121.65503999999999,46.92858
1726,-121.65501,46.92856
1728,-121.65498000000001,46.92852
1730,-121.65495,46.9285
1732,-121.65493000000001,46.92848
1757,-121.55807,46.74126
1760,-121.5581,46.7412
1763,-121.55813,46.74115
1766,-121.55815,46.7411
1769,-121.55818000000001,46.74105
1772,-121.55821,46.741009999999996
1793,-121.84803000000001,46.74041
1795,-121.84799,46.740390000000005
1798,-121.84796000000001,46.74037
1801,-121.84792,46.74035
1804,-121.84788,46.74033
1806,-121.84785,46.74033
1826,-121.88821999999999,46.74054
1830,-121.88816000000001,46.740559999999995
1833,-121.88808,46.74057
1835,-121.88801000000001,46.740590000000005
1837,-121.88795,46.7406
1839,-121.88788999999998,46.74062
1857,-121.88681000000001,46.9946
1859,-121.8869,46.99462
1861,-121.88699,46.994640000000004
1863,-121.8871,46.994659999999996
1864,-121.8872,46.99467
1867,-121.88728,46.994679999999995
1888,-121.86265,46.93206
1889,-121.69928999999999,46.92003
1890,-121.66243,46.91619
1891,-121.86758,46.95004
1893,-121.7926,46.95802
1894,-121.75861,46.912490000000005
1895,-121.73976,46.916290000000004
1896,-121.72923,46.92468
1900,-121.86265,46.93206
1902,-121.86265,46.93206
1903,-121.70825,46.92025
1906,-121.70825,46.92025
1907,-121.70825,46.92025
1910,-121.69928999999999,46.92003
1912,-121.69928999999999,46.92003
1916,-121.66243,46.91619
1918,-121.66243,46.91619
1921,-121.86758,46.95004
1924,-121.86758,46.95004
1925,-121.82978,46.97149
1926,-121.82978,46.97149
1930,-121.7926,46.95802
1932,-121.7926,46.95802
1933,-121.78361000000001,46.940020000000004
1936,-121.78361000000001,46.940020000000004
1938,-121.78361000000001,46.940020000000004
1939,-121.77668,46.93533
1942,-121.77668,46.93533
1944,-121.77668,46.93533
1948,-121.75861,46.912490000000005
1949,-121.75861,46.912490000000005
1952,-121.73976,46.916290000000004
1954,-121.73976,46.916290000000004
1958,-121.72923,46.92468
1961,-121.72923,46.92468
1972,-121.82978,46.97149
2006,-121.6656517,46.90012749
2007,-121.66604,46.9
2008,-121.69640530000001,46.89297102
2009,-121.6964,46.89297
2010,-121.6983855,46.89088996
2011,-121.69838999999999,46.89089
2012,-121.6987535,46.89051831
2013,-121.69872520000001,46.89051
2014,-121.6992408,46.89003509
2015,-121.6992472,46.890029999999996
2016,-121.7001365,46.88931509
2017,-121.70014240000002,46.88932
2018,-121.704209,46.88849903
2019,-121.700354,46.889590000000005
2020,-121.402,46.888740000000006
2021,-121.7042114,46.8885
2022,-121.66797759999999,46.8998472
2024,-121.67158090000001,46.8994463
2026,-121.6781148,46.89703591
2028,-121.6814828,46.89660911
2030,-121.6872923,46.89611625
2032,-121.6929705,46.89422177
2034,-121.72336999999999,46.770579999999995
2036,-121.72336999999999,46.773340000000005
2038,-121.7198,46.7748
2040,-121.72017,46.77567
2042,-121.7196476,46.7817
2044,-121.71936000000001,46.78736
2045,-121.71693,46.7919
2047,-121.71603999999999,46.79403
2049,-121.71193999999998,46.79654
2058,-121.6723669,46.89917657
2061,-121.683676,46.89693248
